class_pred,class_real,real_fake_pred,class_name_real,class_name_pred
3,3,0.4809112,EUR,EUR
4,4,0.95424503,AFR,AFR
0,0,0.054735016,AMR,AMR
0,0,0.21965553,AMR,AMR
4,4,0.8040611,AFR,AFR
2,2,0.58191717,EAS,EAS
4,4,0.94873506,AFR,AFR
3,3,0.6182051,EUR,EUR
1,1,0.34333518,SAS,SAS
3,3,0.76682204,EUR,EUR
1,1,0.0116145285,SAS,SAS
3,3,0.9212791,EUR,EUR
2,2,0.043408982,EAS,EAS
4,4,0.5619454,AFR,AFR
2,2,0.71908015,EAS,EAS
4,4,0.72786623,AFR,AFR
4,4,0.7068758,AFR,AFR
4,4,0.49639976,AFR,AFR
0,0,0.031503547,AMR,AMR
2,2,0.39357042,EAS,EAS
0,3,0.27274302,EUR,AMR
4,4,0.6562426,AFR,AFR
1,1,0.94534194,SAS,SAS
0,3,0.4567826,EUR,AMR
1,1,0.54250675,SAS,SAS
1,1,0.95307493,SAS,SAS
4,4,0.39693075,AFR,AFR
2,2,0.39827168,EAS,EAS
4,4,0.82885575,AFR,AFR
4,4,0.85454583,AFR,AFR
2,2,0.7833627,EAS,EAS
0,3,0.20921993,EUR,AMR
4,4,0.6564197,AFR,AFR
4,4,0.7735136,AFR,AFR
1,1,0.6146439,SAS,SAS
2,2,0.03417962,EAS,EAS
0,0,0.41319972,AMR,AMR
4,4,0.9099199,AFR,AFR
1,2,0.12511975,EAS,SAS
2,2,0.23415504,EAS,EAS
1,3,0.543239,EUR,SAS
1,1,0.10637414,SAS,SAS
3,3,0.6309271,EUR,EUR
1,0,0.2566764,AMR,SAS
4,4,0.93564725,AFR,AFR
4,4,0.9452085,AFR,AFR
4,4,0.8481106,AFR,AFR
4,4,0.9362166,AFR,AFR
0,3,0.6709333,EUR,AMR
0,0,0.6551021,AMR,AMR
4,4,0.818295,AFR,AFR
0,0,0.04423261,AMR,AMR
4,4,0.9742912,AFR,AFR
3,3,0.6189819,EUR,EUR
2,2,0.26700595,EAS,EAS
4,4,0.89211357,AFR,AFR
2,2,0.70976275,EAS,EAS
1,3,0.93808246,EUR,SAS
2,2,0.5080953,EAS,EAS
4,4,0.8552906,AFR,AFR
1,1,0.87758225,SAS,SAS
1,3,0.16013213,EUR,SAS
1,1,0.7178696,SAS,SAS
3,0,0.031336192,AMR,EUR
4,4,0.5945422,AFR,AFR
4,4,0.7494303,AFR,AFR
4,4,0.6189698,AFR,AFR
0,0,0.66769373,AMR,AMR
2,2,0.19647723,EAS,EAS
0,0,0.45325732,AMR,AMR
2,2,0.1850705,EAS,EAS
4,4,0.3160137,AFR,AFR
3,0,0.8541608,AMR,EUR
1,3,0.250119,EUR,SAS
0,3,0.16630268,EUR,AMR
4,4,0.9686947,AFR,AFR
3,3,0.01737188,EUR,EUR
1,3,0.115751326,EUR,SAS
1,3,0.22491659,EUR,SAS
1,1,0.13224806,SAS,SAS
2,2,0.024571998,EAS,EAS
0,0,0.04511248,AMR,AMR
3,3,0.60212153,EUR,EUR
4,4,0.6680081,AFR,AFR
1,1,0.6513897,SAS,SAS
4,4,0.94737214,AFR,AFR
1,1,0.033816192,SAS,SAS
3,3,0.3689948,EUR,EUR
4,4,0.87195677,AFR,AFR
0,0,0.22654863,AMR,AMR
1,1,0.88655525,SAS,SAS
3,3,0.8649115,EUR,EUR
4,0,0.7660845,AMR,AFR
4,4,0.8798517,AFR,AFR
1,1,0.43993065,SAS,SAS
4,4,0.3595445,AFR,AFR
4,4,0.9534516,AFR,AFR
3,0,0.82205576,AMR,EUR
2,2,0.5475909,EAS,EAS
2,2,0.09053558,EAS,EAS
1,3,0.04705112,EUR,SAS
2,2,0.16312551,EAS,EAS
1,1,0.09768326,SAS,SAS
2,2,0.35487956,EAS,EAS
2,2,0.2434599,EAS,EAS
2,2,0.41666356,EAS,EAS
1,1,0.48280203,SAS,SAS
0,0,0.19775099,AMR,AMR
4,4,0.65949637,AFR,AFR
0,0,0.23094878,AMR,AMR
1,1,0.2887745,SAS,SAS
1,1,0.78426594,SAS,SAS
4,4,0.85870725,AFR,AFR
4,4,0.43973175,AFR,AFR
1,1,0.75826895,SAS,SAS
4,4,0.46726826,AFR,AFR
2,2,0.2310228,EAS,EAS
3,3,0.6320123,EUR,EUR
1,1,0.96012616,SAS,SAS
4,4,0.4389822,AFR,AFR
2,2,0.019621091,EAS,EAS
3,0,0.3793492,AMR,EUR
2,2,0.11468255,EAS,EAS
4,4,0.90453446,AFR,AFR
3,4,0.52740806,AFR,EUR
2,2,0.06026411,EAS,EAS
2,2,0.08000076,EAS,EAS
1,1,0.88668376,SAS,SAS
0,0,0.37971225,AMR,AMR
4,0,0.7179243,AMR,AFR
0,3,0.21134782,EUR,AMR
1,1,0.44856766,SAS,SAS
2,2,0.23168088,EAS,EAS
4,4,0.76923066,AFR,AFR
0,0,0.50870824,AMR,AMR
4,4,0.291935,AFR,AFR
4,4,0.95356685,AFR,AFR
0,3,0.041835237,EUR,AMR
2,2,0.19256735,EAS,EAS
4,4,0.9507361,AFR,AFR
1,1,0.550373,SAS,SAS
1,1,0.1837598,SAS,SAS
2,2,0.047244355,EAS,EAS
0,3,0.18407454,EUR,AMR
4,4,0.55916095,AFR,AFR
2,2,0.09003157,EAS,EAS
0,0,0.6672383,AMR,AMR
2,2,0.40519542,EAS,EAS
4,4,0.4252111,AFR,AFR
4,4,0.74723095,AFR,AFR
4,4,0.9210524,AFR,AFR
0,3,0.4732239,EUR,AMR
0,0,0.531113,AMR,AMR
2,2,0.039914005,EAS,EAS
2,2,0.033862736,EAS,EAS
2,2,0.26440516,EAS,EAS
2,2,0.041740254,EAS,EAS
1,1,0.51675844,SAS,SAS
1,3,0.032307457,EUR,SAS
4,4,0.88230246,AFR,AFR
4,4,0.76551133,AFR,AFR
4,4,0.57027745,AFR,AFR
1,3,0.6951144,EUR,SAS
4,4,0.9775661,AFR,AFR
1,1,0.32501775,SAS,SAS
2,2,0.091083735,EAS,EAS
3,3,0.6047492,EUR,EUR
1,1,0.8593755,SAS,SAS
1,1,0.86422604,SAS,SAS
0,0,0.04703021,AMR,AMR
3,3,0.17328489,EUR,EUR
3,3,0.5923333,EUR,EUR
0,0,0.0062483726,AMR,AMR
1,3,0.41159928,EUR,SAS
2,2,0.032208662,EAS,EAS
4,0,0.5977381,AMR,AFR
0,0,0.03838517,AMR,AMR
4,4,0.8154461,AFR,AFR
4,4,0.84169817,AFR,AFR
3,3,0.5110947,EUR,EUR
0,0,0.0806205,AMR,AMR
1,1,0.5829629,SAS,SAS
1,3,0.27422935,EUR,SAS
4,4,0.9270687,AFR,AFR
2,2,0.26957098,EAS,EAS
1,1,0.5368362,SAS,SAS
2,2,0.07194038,EAS,EAS
3,3,0.55610436,EUR,EUR
2,2,0.06227827,EAS,EAS
1,1,0.7550562,SAS,SAS
3,0,0.61282355,AMR,EUR
3,3,0.16927147,EUR,EUR
4,4,0.8944517,AFR,AFR
4,4,0.9587562,AFR,AFR
3,3,0.3443362,EUR,EUR
1,3,0.81112266,EUR,SAS
2,2,0.40237084,EAS,EAS
1,3,0.42203397,EUR,SAS
4,4,0.7057295,AFR,AFR
0,0,0.47230121,AMR,AMR
0,0,0.8658126,AMR,AMR
1,1,0.09224288,SAS,SAS
3,0,0.86460245,AMR,EUR
1,1,0.2979542,SAS,SAS
4,4,0.93473613,AFR,AFR
1,3,0.068832666,EUR,SAS
0,3,0.66331995,EUR,AMR
0,3,0.24703729,EUR,AMR
1,3,0.15252335,EUR,SAS
1,1,0.10438843,SAS,SAS
4,4,0.9574918,AFR,AFR
0,3,0.23697792,EUR,AMR
1,1,0.91774595,SAS,SAS
2,2,0.54319245,EAS,EAS
1,1,0.08690607,SAS,SAS
1,2,0.23283243,EAS,SAS
1,1,0.38949984,SAS,SAS
1,1,0.9705438,SAS,SAS
0,0,0.22041586,AMR,AMR
4,4,0.861012,AFR,AFR
3,3,0.11998531,EUR,EUR
2,2,0.23645853,EAS,EAS
3,3,0.7150202,EUR,EUR
4,4,0.7948014,AFR,AFR
0,0,0.7553959,AMR,AMR
